Answer,Article File,Article Title,Difficulty From Answerer,Difficulty From Questioner,Question
no,S08_set3_a10,Gerald_Ford,hard,hard,Has another US President been an Eagle Scout?
no,S08_set3_a10,Gerald_Ford,hard,hard,Has another US President been an Eagle Scout?
yes,S08_set3_a10,Gerald_Ford,medium,hard,Did Ford need to do extra work to pay for college?
yes,S08_set3_a10,Gerald_Ford,hard,hard,Did Ford need to do extra work to pay for college?
no,S08_set3_a10,Gerald_Ford,hard,hard,Have more than five Presidents lived past the age of 90?
no,S08_set3_a10,Gerald_Ford,hard,hard,Have more than five Presidents lived past the age of 90?
The Monterey supported landings at both locations.,S08_set3_a10,Gerald_Ford,medium,,How do kwajalein and eniwetok relate?
Ford received a commission as ensign in the US Naval Reserve.,S08_set3_a10,Gerald_Ford,medium,,"What did Ford receive on April 13, 1942?"
Yes.,S08_set3_a10,Gerald_Ford,easy,,Was Ford released from the hospital?
Yes.,S08_set3_a10,Gerald_Ford,easy,,"Was Ford interred at his Presidential Museum in Grand Rapids, Michigan?"
Yes.,S08_set3_a10,Gerald_Ford,easy,,Is Ford one of only four former Presidents to live to 90 or more years of age ?
Yes.,S08_set3_a10,Gerald_Ford,easy,,Was Ford the last surviving member of the Warren Commission ?
No.,S08_set3_a10,Gerald_Ford,easy,,"Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman , the incumbent Republican congressman ?"
They did claim Ford's pardon was quid pro quo.,S08_set3_a10,Gerald_Ford,easy,,Did they not claim Ford 's pardon was quid pro quo in exchange for Nixon 's resignation ?
yes,S08_set2_a5,Ghana,easy,easy,Does Ghana have twice the per capita output of the poorer countries in West Africa?
yes,S08_set2_a5,Ghana,easy,easy,Does Ghana have twice the per capita output of the poorer countries in West Africa?
yes,S08_set2_a5,Ghana,easy,easy,Is English Ghana's official language?
yes,S08_set2_a5,Ghana,easy,easy,Is English Ghana's official language?
No,S08_set2_a5,Ghana,medium,easy,Did the Dutch build the Elmina Castle?
no,S08_set2_a5,Ghana,easy,easy,Did the Dutch build the Elmina Castle?
1957,S08_set2_a5,Ghana,medium,medium,When did Ghana achieve independence from the United Kingdom?
1957,S08_set2_a5,Ghana,medium,medium,When did Ghana achieve independence from the United Kingdom?
10,S08_set2_a5,Ghana,easy,medium,How many regions is Ghana divided into?
10,S08_set2_a5,Ghana,medium,medium,How many regions is Ghana divided into?
President John Agyekum Kofuor,S08_set2_a5,Ghana,easy,medium,Who is the head of state of Ghana?
John Agyekum Kufuor,S08_set2_a5,Ghana,medium,medium,Who is the head of state of Ghana?
Christian,S08_set2_a5,Ghana,hard,hard,What is the dominant religion in Ghana?
christian,S08_set2_a5,Ghana,hard,hard,What is the dominant religion in Ghana?
Kwa and Gur,S08_set2_a5,Ghana,hard,hard,What are the two subfamilies of the Native Ghanaian languages?
Kwa and Gur,S08_set2_a5,Ghana,hard,hard,What are the two subfamilies of the Native Ghanaian languages?
Warm and comparatively dry,S08_set2_a5,Ghana,hard,hard,What is the weather like at Lake Volta?
warm and comparatively dry,S08_set2_a5,Ghana,hard,hard,What is the weather like at Lake Volta?
no,S08_set2_a5,Ghana,easy,easy,Is Ghana in Asia?
No,S08_set2_a5,Ghana,easy,easy,Is Ghana in Asia?
yes,S08_set2_a5,Ghana,easy,easy,Is English the official language?
Yes,S08_set2_a5,Ghana,easy,easy,Is English the official language?
yes,S08_set2_a5,Ghana,easy,easy,Is Ghana's head of state John Agyekum Kufuor?
Yes,S08_set2_a5,Ghana,easy,easy,Is Ghana's head of state John Agyekum Kufuor?
warrior king,S08_set2_a5,Ghana,medium,medium,What does the word Ghana mean?
Warrior King,S08_set2_a5,Ghana,medium,medium,What does the word Ghana mean?
founder and first president,S08_set2_a5,Ghana,medium,medium,Who was Kwame Nkrumah?
founder and first president of the modern Ghanaian state,S08_set2_a5,Ghana,medium,medium,Who was Kwame Nkrumah?
500 miles north,S08_set2_a5,Ghana,medium,medium,Where is old Ghana in relation to present Ghana?
"500 miles north of the present Ghana, and occupied the area between Rivers Senegal and Niger",S08_set2_a5,Ghana,medium,medium,Where is old Ghana in relation to present Ghana?
the New Patriotic Party and National Democratic Congress,S08_set2_a5,Ghana,hard,hard,Who makes up Ghana's Parliament?
the New Patriotic Party and National Democratic Congress,S08_set2_a5,Ghana,hard,hard,Who makes up Ghana's Parliament?
The UK,S08_set2_a5,Ghana,too hard,hard,What European countries established states in Ghana?
"Portugual, France, Britain, Netherlands",S08_set2_a5,Ghana,hard,hard,What European countries established states in Ghana?
,S08_set2_a5,Ghana,,,What was Wagadugu?
,S08_set2_a5,Ghana,,,"What was controlled by Sundiata in 1240 AD, and absorbed into the larger Mali Empire?"
,S08_set2_a5,Ghana,,,What connected the Akans to this Empire?
,S08_set2_a5,Ghana,,,Is it true that anecdotal evidence connected the akans to this empire?
,S08_set2_a5,Ghana,,,Is it true that the portuguese came to ghana in the 15th century?
,S08_set2_a5,Ghana,,,Is it true that agricultural expansion marked the period before 500?
,S08_set2_a5,Ghana,,,What did Ghana capture in 1642?
,S08_set2_a5,Ghana,,,Is The Parliament of Ghana unicameral?
,S08_set2_a5,Ghana,,,Is Medieval Ghana (4th- 13th Century): The Republic of Ghana is named after the medieval Ghana Empire of West Africa. named after the medieval Ghana Empire of West Africa?
,S08_set2_a5,Ghana,,,What was on March?
,S08_set2_a5,Ghana,,,
,S08_set2_a5,Ghana,,,
,S08_set2_a5,Ghana,,,The coastline is what?
,S08_set2_a5,Ghana,,,Ghana 's spending on education has what?
,S08_set2_a5,Ghana,,,Who sits at Osu Castle ?
,S08_set2_a5,Ghana,,,"Is all teaching done in English , Ghana 's official language ?"
,S08_set2_a5,Ghana,,,Are Native Ghanaian languages divided into two linguistic subfamilies of the Niger-Congo language family ?
,S08_set2_a5,Ghana,,,Are more than 100 languages and dialects spoken in Ghana ?
,S08_set2_a5,Ghana,,,Had the tax regime which started in 1998 a single rate but since September 2007 entered into a multiple rate regime ?
,S08_set2_a5,Ghana,,,"Did European and other : 0.2 % Religions : Christian 63 % , African beliefs 21 % , Muslim 16 % , Facts on People of Ghana , not access July 13 , 2006 More than 100 languages and dialects are spoken in Ghana ?"
,S08_set2_a5,Ghana,,,Does this not allow retailers of taxable goods under Act 546 to charge a marginal 3 % on their sales and account on same to the VAT Service ?
,S08_set2_a5,Ghana,,,Is the republic of ghana a country in west africa?
,S08_set2_a5,Ghana,,,What happened with the portuguese in the 15th century?
,S08_set2_a5,Ghana,,,Is the old ghana 500 miles?
Yes,S08_set1_a6,Gray_Wolf,too easy,easy,Does the Gray Wolf share an ancestry with the domestic dog?
Yes.,S08_set1_a6,Gray_Wolf,easy,easy,Does the Gray Wolf share an ancestry with the domestic dog?
Yes,S08_set1_a6,Gray_Wolf,too easy,easy,Do wolf pups tend to have darker fur than adults?
"Yes, They do tend to have darker furs",S08_set1_a6,Gray_Wolf,hard,easy,Do wolf pups tend to have darker fur than adults?
Yes,S08_set1_a6,Gray_Wolf,medium,easy,Do wolves leave their pack?
They leave their birth pack when they reach sexual maturity,S08_set1_a6,Gray_Wolf,medium,easy,Do wolves leave their pack?
bulky coats with two layers,S08_set1_a6,Gray_Wolf,medium,medium,What kinds of coats do wolves have?
"Tough guard hairs that repel water and dirt, and a dense, water-resistant layer",S08_set1_a6,Gray_Wolf,hard,medium,What kinds of coats do wolves have?
Helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts.,S08_set1_a6,Gray_Wolf,medium,medium,Where do wolves have scent glands?
between a wolf's toes,S08_set1_a6,Gray_Wolf,medium,medium,Where do wolves have scent glands?
typically varies between 32 and 62 kilograms,S08_set1_a6,Gray_Wolf,medium,medium,How much do wolves weigh?
between 32 and 68 kilograms,S08_set1_a6,Gray_Wolf,easy,medium,How much do wolves weigh?
"Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own.",S08_set1_a6,Gray_Wolf,hard,hard,Why do wolves howl?
"To pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances",S08_set1_a6,Gray_Wolf,too hard,hard,Why do wolves howl?
Surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting.,S08_set1_a6,Gray_Wolf,medium,hard,What is surplus killing?
the killing of several prey animals too numerous to eat at one sitting,S08_set1_a6,Gray_Wolf,easy,hard,What is surplus killing?
Yes,S08_set1_a6,Gray_Wolf,easy,hard,Are Gray Wolves native to North America?
No. Current theory suggests that it's from Eurasia,S08_set1_a6,Gray_Wolf,hard,hard,Are Gray Wolves native to North America?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Is the Gray Wolf a mammal?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Is the Gray Wolf a mammal?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Are a wolf's teeth its main weapons?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Are a wolf's teeth its main weapons?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Are wolves built for stamina?
Yes,S08_set1_a6,Gray_Wolf,easy,easy,Are wolves built for stamina?
Kazakhstan,S08_set1_a6,Gray_Wolf,hard,medium,Where is the largest gray wolf population thought to be found?
Kazakhstan,S08_set1_a6,Gray_Wolf,medium,medium,Where is the largest gray wolf population thought to be found?
Canis,S08_set1_a6,Gray_Wolf,medium,medium,To what genus does the gray wolf belong?
Canis,S08_set1_a6,Gray_Wolf,medium,medium,To what genus does the gray wolf belong?
Late Spring or Early Summer,S08_set1_a6,Gray_Wolf,medium,medium,When do wolves molt?
late spring or early summer,S08_set1_a6,Gray_Wolf,medium,medium,When do wolves molt?
A pack can only suppport one littler per year,S08_set1_a6,Gray_Wolf,hard,hard,Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?
The pack tension rises as each mature wolf feels urged to mate,S08_set1_a6,Gray_Wolf,too hard,hard,Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?
Darting and Foot hold traps.,S08_set1_a6,Gray_Wolf,hard,hard,What type of tools do biologists use to capture wolves for tagging?
Darting and foot hold traps,S08_set1_a6,Gray_Wolf,hard,hard,What type of tools do biologists use to capture wolves for tagging?
Dominance,S08_set1_a6,Gray_Wolf,hard,hard,"Forward, erect ears and slightly bristle hackles are a sign of what in wolves?"
Dominance,S08_set1_a6,Gray_Wolf,hard,hard,"Forward, erect ears and slightly bristle hackles are a sign of what in wolves?"
no,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland born in New York?
no,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland born in New York?
yes,S08_set3_a6,Grover_Cleveland,easy,easy,Did Grover Cleveland win the 1884 election?
yes,S08_set3_a6,Grover_Cleveland,easy,easy,Did Grover Cleveland win the 1884 election?
No,S08_set3_a6,Grover_Cleveland,medium,easy,Did Grover Cleveland support women's suffrage?
no,S08_set3_a6,Grover_Cleveland,medium,easy,Did Grover Cleveland support women's suffrage?
In the White House,S08_set3_a6,Grover_Cleveland,easy,medium,Where was Grover Cleveland married?
in the Blue Room in the White House,S08_set3_a6,Grover_Cleveland,medium,medium,Where was Grover Cleveland married?
A heart attack,S08_set3_a6,Grover_Cleveland,easy,medium,What did Cleveland die from?
a heart attack,S08_set3_a6,Grover_Cleveland,medium,medium,What did Cleveland die from?
One Year,S08_set3_a6,Grover_Cleveland,medium,medium,How many years after Cleveland left office did the U.S. win the Spanish-American War?
one,S08_set3_a6,Grover_Cleveland,medium,medium,How many years after Cleveland left office did the U.S. win the Spanish-American War?
That he had fathered an illegitimate child,S08_set3_a6,Grover_Cleveland,hard,hard,What did Cleveland's opponents say in 1884 to counter his innocent image?
that he had fathered an illegitimate child while he was a lawyer in Buffalo,S08_set3_a6,Grover_Cleveland,hard,hard,What did Cleveland's opponents say in 1884 to counter his innocent image?
former Senator James G. Blaine of Maine,S08_set3_a6,Grover_Cleveland,easy,hard,Who did Cleveland run against in 1884?
James G. Blaine,S08_set3_a6,Grover_Cleveland,hard,hard,Who did Cleveland run against in 1884?
To avoid further market panic,S08_set3_a6,Grover_Cleveland,medium,hard,Why did Cleveland want to hide his cancer surgery from the public?
because of the financial depression of the country,S08_set3_a6,Grover_Cleveland,hard,hard,Why did Cleveland want to hide his cancer surgery from the public?
No.,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland the twenty-seventh president of the United States?
No.,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland the twenty-seventh president of the United States?
Yes.,S08_set3_a6,Grover_Cleveland,easy,easy,Is Grover Cleveland honest?
Yes.,S08_set3_a6,Grover_Cleveland,easy,easy,Is Grover Cleveland honest?
Yes.,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland married in the whitehouse?
Yes.,S08_set3_a6,Grover_Cleveland,easy,easy,Was Grover Cleveland married in the whitehouse?
Yes.,S08_set3_a6,Grover_Cleveland,easy,medium,"When was he elected sheriff of Erire County, New York?"
1870,S08_set3_a6,Grover_Cleveland,medium,medium,"When was he elected sheriff of Erire County, New York?"
June 24 1908,S08_set3_a6,Grover_Cleveland,medium,medium,When did he die?
1908,S08_set3_a6,Grover_Cleveland,medium,medium,When did he die?
1884 and 1892 presidential elections,S08_set3_a6,Grover_Cleveland,hard,medium,Which election did Grover Cleveland win?
"Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.",S08_set3_a6,Grover_Cleveland,too hard,hard,Who were Grover Cleveland's parents?
Reverend Richard Cleveland and Anne Neal.,S08_set3_a6,Grover_Cleveland,hard,hard,Who were Grover Cleveland's parents?
5,S08_set3_a6,Grover_Cleveland,hard,hard,How many children did Grover Cleveland have?
Six.,S08_set3_a6,Grover_Cleveland,too hard,hard,How many children did Grover Cleveland have?
Grover Cleveland,S08_set3_a6,Grover_Cleveland,medium,,Who lost control of his party to the agrarians and silverites in 1896?
yes,S08_set3_a6,Grover_Cleveland,easy,,Is it true that he sent in federal troops to chicago?
yes,S08_set3_a6,Grover_Cleveland,easy,,"Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal?"
yes,S08_set3_a6,Grover_Cleveland,easy,,"Was Grover Cleveland elected Sheriff of Erie County, New York?"
yes,S08_set3_a6,Grover_Cleveland,easy,,Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?
yes,S08_set3_a6,Grover_Cleveland,easy,,Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?
yes,S08_set3_a6,Grover_Cleveland,easy,,Did the Department of the Interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements ?
yes,S08_set3_a6,Grover_Cleveland,easy,,"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?"
in 1894,S08_set4_a9,Henri_Becquerel,medium,,He became chief engineer in the Department of Bridges and Highways in what year?
phographic plates being fully exposed,S08_set4_a9,Henri_Becquerel,hard,,What led Becquerel to investigate the spontaneous emission of nuclear radiation?
yes,S08_set4_a9,Henri_Becquerel,easy,,Is it true that he married louise désirée lorieux in 1890?
yes,S08_set4_a9,Henri_Becquerel,easy,,Is it true that he shared the nobel prize in physics?
1890,S08_set4_a9,Henri_Becquerel,medium,,When did he marry louise désirée lorieux?
yes,S08_set4_a9,Henri_Becquerel,easy,,Was Becquerel elected Permanent Secretary of the Académie des Sciences?
yes,S08_set4_a9,Henri_Becquerel,easy,,"Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?"
Henri Becquerel,S08_set4_a9,Henri_Becquerel,medium,,Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?
Yes he died at the age of 55,S08_set4_a9,Henri_Becquerel,easy,,Did he not die at the age of 55 in Le Croisic ?
yes,S08_set4_a9,Henri_Becquerel,easy,,Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?
Becquerel accidentally discovered radioactivity.,S08_set4_a9,Henri_Becquerel,hard,,What happened in 1896?
the plate does not become clouded upon being exposed to the sun for a day,S08_set4_a9,Henri_Becquerel,hard,,What happened with a bromide emulsion in two sheets of very thick black paper?
yes,S08_set4_a9,Henri_Becquerel,easy,,Is there a becquerel crater on the moon and a becquerel crater on mars?
yes,S08_set2_a10,Indonesia,easy,easy,Are the Javanese the largest and politically dominant ethnic group in Indonesia?
Yes,S08_set2_a10,Indonesia,too easy,easy,Are the Javanese the largest and politically dominant ethnic group in Indonesia?
no,S08_set2_a10,Indonesia,easy,easy,Is Indonesia a monarchy with a presidential system?
No,S08_set2_a10,Indonesia,easy,easy,Is Indonesia a monarchy with a presidential system?
yes,S08_set2_a10,Indonesia,easy,easy,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?
Yes,S08_set2_a10,Indonesia,easy,easy,Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?
1999,S08_set2_a10,Indonesia,medium,medium,In what year did East Timor secede from Indonesia?
1999,S08_set2_a10,Indonesia,medium,medium,In what year did East Timor secede from Indonesia?
the end of the 16th century,S08_set2_a10,Indonesia,medium,medium,When did Islam become the dominant religion in Java and Sumatra?
by the end of the 16th century,S08_set2_a10,Indonesia,medium,medium,When did Islam become the dominant religion in Java and Sumatra?
no,S08_set2_a10,Indonesia,easy,medium,Does Indonesia have the world's hightest level of biodiversity?
No,S08_set2_a10,Indonesia,medium,medium,Does Indonesia have the world's hightest level of biodiversity?
no,S08_set2_a10,Indonesia,hard,hard,Was Indonesia named after it became an independent country?
No,S08_set2_a10,Indonesia,hard,hard,Was Indonesia named after it became an independent country?
because of anti-communist purges early in the Suharto era,S08_set2_a10,Indonesia,too hard,hard,Why did Indonesia break off relations with the People's Republic of China?
anti-communist purges early in the Suharto era,S08_set2_a10,Indonesia,hard,hard,Why did Indonesia break off relations with the People's Republic of China?
"nutmeg, cloves, or cubeb pepper",S08_set2_a10,Indonesia,hard,hard,Which spice originally attracted Europeans to Indonesia?
"nutmeg, cloves, and cubeb pepper",S08_set2_a10,Indonesia,hard,hard,Which spice originally attracted Europeans to Indonesia?
Indonesia's special capital region,S08_set2_a10,Indonesia,hard,,What is Jakarta?
Indonesia,S08_set2_a10,Indonesia,medium,,"What shares land borders with Papua New Guinea, East Timor and Malaysia?"
the Javanese,S08_set2_a10,Indonesia,easy,,What are the largest and politically dominant ethnic group?
The indonesian archipelago became an important trade region,S08_set2_a10,Indonesia,medium,,What happens when the srivijaya kingdom formed trade links?
yes,S08_set2_a10,Indonesia,easy,,Is it true that indonesia has vast areas of wilderness?
yes,S08_set2_a10,Indonesia,easy,,Is Indonesia a republic?
yes,S08_set2_a10,Indonesia,easy,,Are Sports in Indonesia generally male-orientated?
yes,S08_set2_a10,Indonesia,medium,,Is Indonesia the world's largest archipelagic state?
yes,S08_set2_a10,Indonesia,easy,,Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling ?
yes,S08_set2_a10,Indonesia,easy,,Is Pencak Silat an Indonesian martial art ?
yes,S08_set2_a10,Indonesia,easy,,Has Indonesia the world 's largest Muslim population ?
each province,S08_set2_a10,Indonesia,easy,,Who has its own political legislature and governor ?
yes,S08_set2_a10,Indonesia,easy,,Is it the world 's largest archipelagic state?
yes,S08_set2_a10,Indonesia,easy,,Is it the world 's fourth most populous country and the most populous muslim-majority nation?
yes,S08_set2_a10,Indonesia,easy,,Is indonesia a republic?
,S08_set4_a1,Isaac_Newton,,,What Eves?
,S08_set4_a1,Isaac_Newton,,,What are a rumors that he remained a virgin?
,S08_set4_a1,Isaac_Newton,,,"Who was, by later reports of his contemporaries, thoroughly unhappy with the work?"
,S08_set4_a1,Isaac_Newton,,,Is it true that newton saw god as the master creator?
,S08_set4_a1,Isaac_Newton,,,Is it true that he acquired a circle of admirers?
,S08_set4_a1,Isaac_Newton,,,Is it true that this contained the beginnings of the laws of motion?
,S08_set4_a1,Isaac_Newton,,,"What did Isaac Newton place at 3 April, AD 33, which agrees with one traditionally accepted date?"
,S08_set4_a1,Isaac_Newton,,,Was Newton outraged?
,S08_set4_a1,Isaac_Newton,,,Was Newton born three months after the death of his father?
,S08_set4_a1,Isaac_Newton,,,What died in London?
,S08_set4_a1,Isaac_Newton,,,What was against William?
,S08_set4_a1,Isaac_Newton,,,What quartered on March?
,S08_set4_a1,Isaac_Newton,,,NOTTTT  FOUND
,S08_set4_a1,Isaac_Newton,,,
,S08_set4_a1,Isaac_Newton,,,
,S08_set4_a1,Isaac_Newton,,,Were the two in a dispute over optical discoveries at the time ?
,S08_set4_a1,Isaac_Newton,,,"Are Various trees claimed to be "" the "" apple tree which Newton describes ?"
,S08_set4_a1,Isaac_Newton,,,"Was Newton outraged , and went about the work to uncover anything about Chaloner ?"
,S08_set4_a1,Isaac_Newton,,,Was this study cast into doubt when it was later found that Newton himself wrote the study 's concluding remarks on Leibniz ?
,S08_set4_a1,Isaac_Newton,,,Did Newton not entertain `` a passion '' for Storer while he lodged at the Clarke house ?
,S08_set4_a1,Isaac_Newton,,,Does # Newton not  Third Law states that for every action there is an equal and opposite reaction ?
,S08_set4_a1,Isaac_Newton,,,What happened at the time of newton 's birth?
,S08_set4_a1,Isaac_Newton,,,What happened from school?
,S08_set4_a1,Isaac_Newton,,,What happened on those of aristotle?
Yes,S08_set3_a2,James_Monroe,easy,easy,Is James Monrow the fifth president of US?
Yes.,S08_set3_a2,James_Monroe,easy,easy,Is James Monrow the fifth president of US?
James,S08_set3_a2,James_Monroe,too easy,easy,What is the first word on the page?
James_Monroe,S08_set3_a2,James_Monroe,too hard,easy,What is the first word on the page?
28,S08_set3_a2,James_Monroe,too easy,easy,What is the first number on the page?
28,S08_set3_a2,James_Monroe,too hard,easy,What is the first number on the page?
"March 4, 1825",S08_set3_a2,James_Monroe,medium,medium,When did Monroe's presidency expired?
"March 4, 1825.",S08_set3_a2,James_Monroe,medium,medium,When did Monroe's presidency expired?
Spence,S08_set3_a2,James_Monroe,medium,medium,What is Monroe's father's name?
Spence Monroe.,S08_set3_a2,James_Monroe,medium,medium,What is Monroe's father's name?
Maria Hester Monroe Gouverneur,S08_set3_a2,James_Monroe,medium,medium,What is Monroe's daughter's name?
Maria Hester Monroe Gouverneur,S08_set3_a2,James_Monroe,medium,medium,What is Monroe's daughter's name?
Reduced tension,S08_set3_a2,James_Monroe,medium,hard,"What does ""Era of Good Feelings"" refers to?"
"Monroe allowed his political base to decay, which reduced tensions and led to the naming of his era as the ""Era of Good Feelings"".",S08_set3_a2,James_Monroe,too hard,hard,"What does ""Era of Good Feelings"" refers to?"
Yes,S08_set3_a2,James_Monroe,easy,hard,Did Monroe' wedding happen at the Trinity Church in New York?
Yes,S08_set3_a2,James_Monroe,too hard,hard,Did Monroe' wedding happen at the Trinity Church in New York?
A doctrine declaring U.S. opposition to European interference in the Americas.,S08_set3_a2,James_Monroe,medium,hard,What is Monroe Doctrine?
"In it, Monroe proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States.",S08_set3_a2,James_Monroe,hard,hard,What is Monroe Doctrine?
yes,S08_set3_a2,James_Monroe,easy,easy,Was James Monroe President of the United States?
Yes,S08_set3_a2,James_Monroe,easy,easy,Was James Monroe President of the United States?
yes,S08_set3_a2,James_Monroe,easy,easy,Did James Monroe attend the College of William and Mary?
Yes,S08_set3_a2,James_Monroe,easy,easy,Did James Monroe attend the College of William and Mary?
yes,S08_set3_a2,James_Monroe,easy,easy,Did James Monroe fight in the Continental Army?
Yes,S08_set3_a2,James_Monroe,easy,easy,Did James Monroe fight in the Continental Army?
"Westmoreland County, Virginia",S08_set3_a2,James_Monroe,medium,medium,Where was James Monroe born?
"Westmoreland County, Virginia",S08_set3_a2,James_Monroe,medium,medium,Where was James Monroe born?
"at the Battle of Trenton, in his left shoulder",S08_set3_a2,James_Monroe,medium,medium,Where was James Monroe shot?
The Battle of Trenton,S08_set3_a2,James_Monroe,medium,medium,Where was James Monroe shot?
Elizabeth Kortright,S08_set3_a2,James_Monroe,medium,medium,Who did James Monroe marry?
Elizabeth Kortright,S08_set3_a2,James_Monroe,medium,medium,Who did James Monroe marry?
He practiced law in Virginia.,S08_set3_a2,James_Monroe,medium,hard,What did James Monroe do before being elected governor?
He practiced law,S08_set3_a2,James_Monroe,hard,hard,What did James Monroe do before being elected governor?
1817-1825,S08_set3_a2,James_Monroe,medium,hard,In which years were John Monroe elected as President?
1817-1825,S08_set3_a2,James_Monroe,medium,hard,In which years were John Monroe elected as President?
George Washington,S08_set3_a2,James_Monroe,medium,hard,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?
George Washington,S08_set3_a2,James_Monroe,medium,hard,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?
1814,S08_set3_a2,James_Monroe,medium,easy,When was James Monroe appointed to Secretary of War?
,S08_set3_a2,James_Monroe,,easy,When was James Monroe appointed to Secretary of War?
"July 4, 1831",S08_set3_a2,James_Monroe,medium,easy,When did James Monroe die?
,S08_set3_a2,James_Monroe,,easy,When did James Monroe die?
1776,S08_set3_a2,James_Monroe,medium,easy,When did James Monroe graduate from William and Mary?
,S08_set3_a2,James_Monroe,,easy,When did James Monroe graduate from William and Mary?
"Monroe was elected president in the election of 1816, and re-elected in 1820.",S08_set3_a2,James_Monroe,medium,medium,When was James Monroe elected president?
,S08_set3_a2,James_Monroe,,medium,When was James Monroe elected president?
Monroe Hill on the grounds of the University of Virginia.,S08_set3_a2,James_Monroe,hard,medium,Which property did James Monroe sell in 1817?
,S08_set3_a2,James_Monroe,,medium,Which property did James Monroe sell in 1817?
"December 2, 1823",S08_set3_a2,James_Monroe,medium,medium,When did James Monroe introduce the Monroe Doctrine?
,S08_set3_a2,James_Monroe,,medium,When did James Monroe introduce the Monroe Doctrine?
His daughter Maria Hester Monroe Gouverneur,S08_set3_a2,James_Monroe,medium,hard,Who did James Monroe live with in New York City?
,S08_set3_a2,James_Monroe,,hard,Who did James Monroe live with in New York City?
No letters survive in which he might have discussed his religious beliefs.,S08_set3_a2,James_Monroe,hard,hard,What did James Monroe's letters not contain?
,S08_set3_a2,James_Monroe,,hard,What did James Monroe's letters not contain?
"As a result, the two nations moved closer toward the War of 1812.",S08_set3_a2,James_Monroe,hard,hard,What was the result of the rejection of the Jay Treaty?
,S08_set3_a2,James_Monroe,,hard,What was the result of the rejection of the Jay Treaty?
Monroe,S08_set3_a2,James_Monroe,medium,,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?
The Federalist Party,S08_set3_a2,James_Monroe,easy,,"What dwindled and eventually died out, starting with the Hartford Convention?"
yes,S08_set3_a2,James_Monroe,easy,,Is it true that he practiced law in fredericksburg?
two long tours,S08_set3_a2,James_Monroe,hard,,What did James Monroe make in 1817?
no,S08_set3_a2,James_Monroe,easy,,Was Monroe anticlerical?
yes,S08_set3_a2,James_Monroe,easy,,Was Monroe appointed Minister to France from 1794 to 1796?
Monroe's presidency,S08_set3_a2,James_Monroe,medium,,What expired on March?
yes,S08_set3_a2,James_Monroe,easy,,Had Monroe racked up many debts during his years of public life ?
many congressmen,S08_set3_a2,James_Monroe,medium,,Who dismantled partisan and sectional coalitions ?
yes,S08_set3_a2,James_Monroe,easy,,Had Monroe racked up many debts during his years of public life ?
Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia,S08_set3_a2,James_Monroe,easy,,What happened in 1811?
Monroe was elected president,S08_set3_a2,James_Monroe,easy,,What happened in the election of 1816?
Margaret Miller,S08_set4_a2,James_Watt,medium,,Who died in childbirth in 1772?
Margaret Miller.,S08_set4_a2,James_Watt,medium,,Who died in 1832?
